[Gene ID]	[Genomic Sequence ID]	[UniProt ID]	[Entrez Gene ID]	[Gene Name or Symbol]	[Previous ID(s)]	
PF3D7_1352200	Pf3D7_13_v3	Q8IDH8	813825	null	MAL13P1.264	
PF3D7_1352300	Pf3D7_13_v3	Q8IDH7	813826	null	MAL13P1.265	
PF3D7_1352400	Pf3D7_13_v3	C0H5I2	813827	null	MAL13P1.266	
PF3D7_1352500	Pf3D7_13_v3	Q8IDH5	814237	null	PF13_0272	
PF3D7_1352600	Pf3D7_13_v3	C0H5I3	813828	null	MAL13P1.267	
PF3D7_1352700	Pf3D7_13_v3	Q8IDH3	814238	null	PF13_0273	
PF3D7_1352800	Pf3D7_13_v3	Q8IDH2	814239	null	PF13_0274	
PF3D7_1352900	Pf3D7_13_v3	Q8IDH1	813829	null	MAL13P1.268	
PF3D7_1353000	Pf3D7_13_v3	Q8IDH0	813830	null	MAL13P1.269	
PF3D7_1353100	Pf3D7_13_v3	Q8IDG9	814240	null	PF13_0275	
PF3D7_1353200	Pf3D7_13_v3	Q8IDG8	814241	MAHRP2	PF13_0276	
PF3D7_1353300	Pf3D7_13_v3	Q8IDG7	814242	null	PF13_0277	
PF3D7_1353400	Pf3D7_13_v3	Q8IDG6	814243	null	PF13_0278	
PF3D7_1353500	Pf3D7_13_v3	Q8IDG5	814244	TFB4	PF13_0279	
PF3D7_1353600	Pf3D7_13_v3	Q76NM1	813646	ERD2	PF13_0280	
PF3D7_1353700	Pf3D7_13_v3	Q8IDG4	814245	null	PF13_0281	
PF3D7_1353800	Pf3D7_13_v3	Q8IDG3	814246	null	PF13_0282	
PF3D7_1353900	Pf3D7_13_v3	Q8IDG2	813832	null	MAL13P1.270	
PF3D7_1354000	Pf3D7_13_v3	Q8IDG1	814247	null	PF13_0283	
PF3D7_1354100	Pf3D7_13_v3	Q8IDG0	814248	null	PF13_0284	
PF3D7_1354200	Pf3D7_13_v3	Q8IDF9	814249	null	PF13_0285	
PF3D7_1354300	Pf3D7_13_v3	Q8IDF8	814250	null	PF13_0286	
PF3D7_1354400	Pf3D7_13_v3	Q8IDF7	813833	null	MAL13P1.271	
PF3D7_1354500	Pf3D7_13_v3	Q8IDF6	814251	ADSS	PF13_0287	
PF3D7_1354600	Pf3D7_13_v3	C0H5I4	813834	null	MAL13P1.272	
PF3D7_1354700	Pf3D7_13_v3	Q8IDF4	814252	null	PF13_0288	
PF3D7_1354800	Pf3D7_13_v3	Q8IDF3	814253	MCA1	PF13_0289	
PF3D7_1354900	Pf3D7_13_v3	Q8IDF2	814254	null	PF13_0290	
PF3D7_1355100	Pf3D7_13_v3	Q8IDF0	814255	MCM6	PF13_0291	
PF3D7_1355200	Pf3D7_13_v3	Q8IDE9	814256	null	PF13_0292	
PF3D7_1355300	Pf3D7_13_v3	Q8IDE8	814257	SET6	PF13_0293	
PF3D7_1355400	Pf3D7_13_v3	null	9222016	null	MAL13_tRNA_Thr1, MAL13_tRNA_Thr1:tRNA	
PF3D7_1355500	Pf3D7_13_v3	Q8IDE7	813836	PP5	MAL13P1.274, PF13_0294	
PF3D7_1355600	Pf3D7_13_v3	Q8IDE6	814258	null	PF13_0295	
PF3D7_1355700	Pf3D7_13_v3	Q8IDE5	813837	NIF3	MAL13P1.275	
PF3D7_1355800	Pf3D7_13_v3	C0H5I5	814259	SF3B5	PF13_0296	
PF3D7_1355900	Pf3D7_13_v3	Q8IDE3	814260	null	PF13_0297	
PF3D7_1356000	Pf3D7_13_v3	Q8IDE2	814261	null	PF13_0298	
PF3D7_1356100	Pf3D7_13_v3	Q8IDE1	814262	null	PF13_0299	
PF3D7_1356200	Pf3D7_13_v3	Q8IDE0	814263	TIM23	PF13_0300	
PF3D7_1356300	Pf3D7_13_v3	Q8IDD9	814264	null	PF13_0301	
PF3D7_1356400	Pf3D7_13_v3	Q8IDD8	814265	null	PF13_0302	
PF3D7_1356500	Pf3D7_13_v3	Q8IDD7	813838	null	MAL13P1.276	
PF3D7_1356600	Pf3D7_13_v3	Q8IDD6	814266	null	PF13_0303	
PF3D7_1356700	Pf3D7_13_v3	Q8IDD5	813839	null	MAL13P1.277	
PF3D7_1356800	Pf3D7_13_v3	Q8IDD4	813840	ARK3	MAL13P1.278	
PF3D7_1356900	Pf3D7_13_v3	P61075	813841	PK5	MAL13P1.279	
PF3D7_1357000	Pf3D7_13_v3	null	814267	null	PF13_0304	
PF3D7_1357100	Pf3D7_13_v3	null	814268	null	PF13_0305	
PF3D7_1357200	Pf3D7_13_v3	Q8IDD3	813843	null	MAL13P1.281	
PF3D7_1357300	Pf3D7_13_v3	Q8IDD2	814269	null	PF13_0306	
PF3D7_1357400	Pf3D7_13_v3	Q8IDD1	814270	null	PF13_0307	
PF3D7_1357500	Pf3D7_13_v3	Q8IDD0	814271	null	PF13_0308	
PF3D7_1357600	Pf3D7_13_v3	C0H5I6	813844	null	MAL13P1.282	
PF3D7_1357700	Pf3D7_13_v3	Q8IDC8	814272	null	PF13_0309	
PF3D7_1357800	Pf3D7_13_v3	C0H5I7	813845	null	MAL13P1.283	
PF3D7_1357900	Pf3D7_13_v3	Q8IDC6	813846	null	MAL13P1.284	
PF3D7_1358000	Pf3D7_13_v3	Q8IDC5	813847	null	MAL13P1.285	
PF3D7_1358100	Pf3D7_13_v3	Q8IDC4	814273	null	PF13_0310	
PF3D7_1358200	Pf3D7_13_v3	C0H5I8	813848	null	MAL13P1.286, PF13_0311	
PF3D7_1358300	Pf3D7_13_v3	Q8IDC2	814274	ROM7	PF13_0312	
PF3D7_1358400	Pf3D7_13_v3	Q8IDC1	813849	null	MAL13P1.287	
PF3D7_1358500	Pf3D7_13_v3	Q8IDC0	814275	null	PF13_0313	
PF3D7_1358600	Pf3D7_13_v3	Q8IDB9	814276	null	PF13_0314	
PF3D7_1358700	Pf3D7_13_v3	Q8IDB8	813850	null	MAL13P1.288	
PF3D7_1358800	Pf3D7_13_v3	Q8IDB0	814278	RPS15	PF13_0316	
PF3D7_1358900	Pf3D7_13_v3	C0H5I9	813857	null	MAL13P1.294	
PF3D7_1359000	Pf3D7_13_v3	C0H5J0	813856	null	MAL13P1.293	
PF3D7_1359100	Pf3D7_13_v3	Q8IDB3	813855	null	MAL13P1.292	
PF3D7_1359200	Pf3D7_13_v3	Q8IDB5	813853	HMGB4	MAL13P1.290, MAL13P1.291	
PF3D7_1359300	Pf3D7_13_v3	Q8IDB6	813851	DIS3	MAL13P1.289	
PF3D7_1359400	Pf3D7_13_v3	Q8IDB7	814277	null	PF13_0315	
PF3D7_1359500	Pf3D7_13_v3	C0H5J1	9222017	null	MAL13P1.410	
PF3D7_1359600	Pf3D7_13_v3	C0H5J2	813858	null	MAL13P1.295	
PF3D7_1359700	Pf3D7_13_v3	C0H5J3	813859	null	MAL13P1.296	
PF3D7_1359800	Pf3D7_13_v3	Q8IDA7	813860	null	MAL13P1.297	
PF3D7_1359900	Pf3D7_13_v3	Q8IDA6	813861	null	MAL13P1.298	
PF3D7_1360000	Pf3D7_13_v3	Q8IDA5	814279	null	PF13_0317	
PF3D7_1360100	Pf3D7_13_v3	Q8IDA4	814280	null	PF13_0318	
PF3D7_1360200	Pf3D7_13_v3	Q8IDA3	813862	null	MAL13P1.299	
PF3D7_1360300	Pf3D7_13_v3	Q8IDA2	813864	null	MAL13P1.300	
PF3D7_1360400	Pf3D7_13_v3	Q8IDA1	814281	null	PF13_0319	
PF3D7_1360500	Pf3D7_13_v3	Q8IDA0	813865	GCbeta	MAL13P1.301, PF13_0320	
PF3D7_1360700	Pf3D7_13_v3	C0H5J4,Q8ID99	813866,814282	PIAS	MAL13P1.302, PF13_0321, PF3D7_1360600	
PF3D7_1360800	Pf3D7_13_v3	Q76NL8	814283	FLN	PF13_0322	
PF3D7_1360900	Pf3D7_13_v3	C0H5J5	813867	null	MAL13P1.303	
PF3D7_1361000	Pf3D7_13_v3	Q8ID96	814284	PRMT5	PF13_0323	
PF3D7_1361100	Pf3D7_13_v3	C0H5J6	814285	SEC24A	PF13_0324	
PF3D7_1361200	Pf3D7_13_v3	Q8ID94	813868	null	MAL13P1.304	
PF3D7_1361300	Pf3D7_13_v3	C0H5J7	813869	null	MAL13P1.305, PF13_0325	
PF3D7_1361400	Pf3D7_13_v3	Q8ID92	814286	ADF2	PF13_0326	
PF3D7_1361500.1	Pf3D7_13_v3	C0H5J8	813870	null	MAL13P1.306	
PF3D7_1361500.2	Pf3D7_13_v3	null	null	null	MAL13P1.306	
PF3D7_1361600	Pf3D7_13_v3	Q8ID90	813871	null	MAL13P1.307	
PF3D7_1361700	Pf3D7_13_v3	Q8ID89	814287	null	PF13_0327	
PF3D7_1361800	Pf3D7_13_v3	C0H5J9	813872	null	MAL13P1.308	
PF3D7_1361900	Pf3D7_13_v3	P61074	814288	PCNA	PF13_0328	
PF3D7_1362000	Pf3D7_13_v3	Q8ID87	814289	null	PF13_0329	
PF3D7_1362100	Pf3D7_13_v3	C0H5K0	813873	14-3-3II	MAL13P1.309	
PF3D7_1362200	Pf3D7_13_v3	Q8ID85	814290	RUVB3	PF13_0330	
PF3D7_1362300	Pf3D7_13_v3	Q8ID84	814291	null	PF13_0331	
PF3D7_1362400	Pf3D7_13_v3	C0H5K1	813875	Pcalp	MAL13P1.310	
PF3D7_1362500	Pf3D7_13_v3	Q8ID82	813876	null	MAL13P1.311	
PF3D7_1362600	Pf3D7_13_v3	Q8ID81	813877	null	MAL13P1.312	
PF3D7_1362700	Pf3D7_13_v3	C0H5K2	813878	null	MAL13P1.313, PF13_0332	
PF3D7_1362800	Pf3D7_13_v3	C0H5K3	813880	null	MAL13P1.314, MAL13P1.315	
PF3D7_1362900	Pf3D7_13_v3	Q8ID77	813881	null	MAL13P1.316	
PF3D7_1363000	Pf3D7_13_v3	C0H5K4	813882	null	MAL13P1.317	
PF3D7_1363100	Pf3D7_13_v3	Q8ID75	814292	null	PF13_0333	
PF3D7_1363200	Pf3D7_13_v3	Q8ID74	814293	PNKP	PF13_0334	
PF3D7_1363300	Pf3D7_13_v3	Q8ID73	813883	null	MAL13P1.318	
PF3D7_1363400	Pf3D7_13_v3	Q8ID72	814294	DOA1	PF13_0335	
PF3D7_1363500	Pf3D7_13_v3	Q8ID71	814295	null	PF13_0336	
PF3D7_1363600	Pf3D7_13_v3	Q8ID70	814296	null	PF13_0337	
PF3D7_1363700	Pf3D7_13_v3	Q8ID69	813884	null	MAL13P1.319	
PF3D7_1363800	Pf3D7_13_v3	Q8ID68	813886	GEX1	MAL13P1.320	
PF3D7_1363900	Pf3D7_13_v3	null	null	null	PF13TR006, PF13TR006:ncRNA	
PF3D7_1364000	Pf3D7_13_v3	Q8ID67	813887	null	MAL13P1.321	
PF3D7_1364100	Pf3D7_13_v3	Q8ID66	814297	P92	PF13_0338	
PF3D7_1364200	Pf3D7_13_v3	Q8ID65	814298	null	PF13_0339	
PF3D7_1364300	Pf3D7_13_v3	C0H5K5	813888	PRP16	MAL13P1.322	
PF3D7_1364400	Pf3D7_13_v3	Q8ID63	813889	null	MAL13P1.323	
PF3D7_1364500	Pf3D7_13_v3	Q8ID62	814299	RRP45	PF13_0340	
PF3D7_1364600	Pf3D7_13_v3	Q8ID61	813890	null	MAL13P1.324	
PF3D7_1364700	Pf3D7_13_v3	null	813891	null	MAL13P1.325	
PF3D7_1364800	Pf3D7_13_v3	Q8ID59	814300	null	PF13_0341	
PF3D7_1364900	Pf3D7_13_v3	Q8ID58	813892	FC	MAL13P1.326	
PF3D7_1365000	Pf3D7_13_v3	Q8ID57	814301	null	PF13_0342	
PF3D7_1365100	Pf3D7_13_v3	Q8ID56	813893	null	MAL13P1.327	
PF3D7_1365200	Pf3D7_13_v3	C0H5K6	9221982	null	MAL13P1.580	
PF3D7_1365300	Pf3D7_13_v3	Q8ID55	814302	null	PF13_0343	
PF3D7_1365400	Pf3D7_13_v3	Q8ID54	814303	Uba2	PF13_0344	
PF3D7_1365500	Pf3D7_13_v3	Q8I6T0	814304	GCVT	PF13_0345	
PF3D7_1365600	Pf3D7_13_v3	Q8ID53	813894	null	MAL13P1.328	
PF3D7_1365700	Pf3D7_13_v3	Q8ID52	813895	null	MAL13P1.329	
PF3D7_1365800	Pf3D7_13_v3	Q8ID51	813897	null	MAL13P1.330	
PF3D7_1365900	Pf3D7_13_v3	Q8ID50	814305	null	PF13_0346	
PF3D7_1366000	Pf3D7_13_v3	Q8ID49	814306	null	PF13_0347	
PF3D7_1366100	Pf3D7_13_v3	C0H5K7	813898	null	MAL13P1.331	
PF3D7_1366200	Pf3D7_13_v3	C0H5K8	813899	null	MAL13P1.332	
PF3D7_1366300	Pf3D7_13_v3	Q8ID45,Q8ID46	813900,813901	null	MAL13P1.333, MAL13P1.334	
PF3D7_1366400	Pf3D7_13_v3	Q8ID44	814307	Rhop148	PF13_0348	
PF3D7_1366500	Pf3D7_13_v3	Q8ID43	814308	NDK	PF13_0349	
PF3D7_1366600	Pf3D7_13_v3	Q8ID42	814309	SRPR-alpha	PF13_0350	
PF3D7_1366700	Pf3D7_13_v3	Q8ID41	814310	null	PF13_0351	
PF3D7_1366800	Pf3D7_13_v3	C0H5K9	813902	null	MAL13P1.335	
PF3D7_1366900	Pf3D7_13_v3	Q8ID39	813903	null	MAL13P1.336	
PF3D7_1367000	Pf3D7_13_v3	Q8ID38	813904	SKP1	MAL13P1.337	
PF3D7_1367100	Pf3D7_13_v3	Q8ID37	813905	null	MAL13P1.338	
PF3D7_1367200	Pf3D7_13_v3	C0H5L0	813906	null	MAL13P1.339	
PF3D7_1367300	Pf3D7_13_v3	Q8ID35	813908	null	MAL13P1.340	
PF3D7_1367400	Pf3D7_13_v3	Q8ID34	814311	null	PF13_0352	
PF3D7_1367500	Pf3D7_13_v3	Q8ID33	814312	null	PF13_0353	
PF3D7_1367600	Pf3D7_13_v3	Q8ID32	813909	null	MAL13P1.341	
PF3D7_1367700	Pf3D7_13_v3	Q8ID31	814313	AlaRS	PF13_0354	
PF3D7_1367800	Pf3D7_13_v3	Q8ID30	814314	PSOP2	PF13_0355	
PF3D7_1367900	Pf3D7_13_v3	C0H5L1	813910	null	MAL13P1.342	
PF3D7_1368000	Pf3D7_13_v3	C0H5L2	9221983	null	MAL13P1.342a	
PF3D7_1368100	Pf3D7_13_v3	Q8ID28	813911	RPN11	MAL13P1.343	
PF3D7_1368200	Pf3D7_13_v3	Q8I6Z4	813912	null	MAL13P1.344	
PF3D7_1368300	Pf3D7_13_v3	C0H5L3	813913	null	MAL13P1.345	
PF3D7_1368400	Pf3D7_13_v3	Q8ID26	814315	null	PF13_0356	
PF3D7_1368500	Pf3D7_13_v3	Q8ID25	814316	null	PF13_0357	
PF3D7_1368600	Pf3D7_13_v3	Q8ID24	814317	TIM9	PF13_0358	
PF3D7_1368700	Pf3D7_13_v3	Q8ID23	814318	null	PF13_0359	
PF3D7_1368800	Pf3D7_13_v3	Q8ID22	813914	ERCC4	MAL13P1.346	
PF3D7_1368900	Pf3D7_13_v3	Q8ID21	813915	null	MAL13P1.347	
PF3D7_1369000	Pf3D7_13_v3	C0H5L4	813916	GPAA1	MAL13P1.348	
PF3D7_1369100	Pf3D7_13_v3	Q8ID19	814319	null	PF13_0360	
PF3D7_1369200	Pf3D7_13_v3	C0H5L5	813917	null	MAL13P1.349	
PF3D7_1369300	Pf3D7_13_v3	Q8ID17	813919	null	MAL13P1.350	
PF3D7_1369400	Pf3D7_13_v3	C0H5L6	813920	null	MAL13P1.351	
PF3D7_1369500	Pf3D7_13_v3	C0H5L7	813921	null	MAL13P1.352	
PF3D7_1369600	Pf3D7_13_v3	Q8ID14	814320	null	PF13_0361	
PF3D7_1369700	Pf3D7_13_v3	C0H5L8	9222018	null	PF13.0362, PF13.0362:1:pep, PF13.0362:mRNA:1, PF13_0362	
PF3D7_1369800	Pf3D7_13_v3	null	9222019	null	MAL13_tRNA_Arg2, MAL13_tRNA_Arg2:tRNA	
PF3D7_1369900	Pf3D7_13_v3	null	9222005	null	MAL13_tRNA_Trp1, MAL13_tRNA_Trp1:tRNA	
PF3D7_1370000	Pf3D7_13_v3	null	9222010	null	MAL13_tRNA_Arg3, MAL13_tRNA_Arg3:tRNA	
PF3D7_1370100	Pf3D7_13_v3	null	9222006	null	MAL13_tRNA_Cys1, MAL13_tRNA_Cys1:tRNA	
PF3D7_1370200	Pf3D7_13_v3	null	9222007	null	MAL13_tRNA_Gly1, MAL13_tRNA_Gly1:tRNA	
PF3D7_1370300	Pf3D7_13_v3	C0H5L9	9222008	MAHRP1	MAL13P1.413	
PF3D7_1370500	Pf3D7_13_v3	null	null	null	PF13TR008, PF13TR008:ncRNA	
PF3D7_1370800	Pf3D7_13_v3	null	null	null	PF13TR009, PF13TR009:ncRNA	
PF3D7_1370900	Pf3D7_13_v3	null	null	null	PF13TR010, PF13TR010:ncRNA	
PF3D7_1371000	Pf3D7_13_v3	null	null	null	MAL13_18SrRNA, MAL13_18SrRNA.1	
PF3D7_1371200	Pf3D7_13_v3	null	null	null	MAL13_5.8SrRNA, MAL13_5.8SrRNA:rRNA	
PF3D7_1371300	Pf3D7_13_v3	null	null	null	MAL13_28SrRNA, MAL13_28SrRNA.1	
PF3D7_1371500	Pf3D7_13_v3	C0H5M5	9221995	null	MAL13P1.461	
PF3D7_1371600	Pf3D7_13_v3	null	null	EBL1	PF13_0115	
PF3D7_1371700	Pf3D7_13_v3	null	null	null	MAL13P1.109	
PF3D7_1371800	Pf3D7_13_v3	null	null	null	MAL13P1.110	
PF3D7_1371900	Pf3D7_13_v3	C0H5M6	9221996	null	MAL13P1.465	
PF3D7_1372000	Pf3D7_13_v3	C0H5M7	9221997	null	MAL13P1.470	
PF3D7_1372100	Pf3D7_13_v3	C0H5M8	9221998	GEXP04	MAL13P1.475	
PF3D7_1372200	Pf3D7_13_v3	C0H5M9	9221999	HRPIII	MAL13P1.480	
PF3D7_1372300	Pf3D7_13_v3	null	null	null	null	
PF3D7_1372400	Pf3D7_13_v3	C0H5N0	9222022	ACS4	MAL13P1.485	
PF3D7_1372500	Pf3D7_13_v3	C0H5N1	9222000	null	MAL13P1.490	
PF3D7_1372600	Pf3D7_13_v3	C0H5N2	9222032	RIF	MAL13P1.495	
PF3D7_1372700	Pf3D7_13_v3	C0H5N3	9222027	RIF	MAL13P1.500	
PF3D7_1372800	Pf3D7_13_v3	C0H5N4	9222028	null	MAL13P1.505	
PF3D7_1372900	Pf3D7_13_v3	null	9222033	VAR	MAL13P1.510	
PF3D7_1373000	Pf3D7_13_v3	C0H5N5	9222034	RIF	MAL13P1.515	
PF3D7_1373100	Pf3D7_13_v3	C0H5N6	9222029	RIF	MAL13P1.520	
PF3D7_1373200	Pf3D7_13_v3	null	9222030	null	MAL13P1.525	
PF3D7_1373300	Pf3D7_13_v3	C0H5N8	9222001	RIF	MAL13P1.530	
PF3D7_1373400	Pf3D7_13_v3	C0H5N9	9222002	RIF	MAL13P1.535	
PF3D7_1373500	Pf3D7_13_v3	Q8ID12	813649	VAR	MAL13P1.356, PF13_0364	
PF3D7_1400100	Pf3D7_14_v3	null	811589	null	PF14_0001	
PF3D7_1400200	Pf3D7_14_v3	Q8IM85	811600	RIF	PF14_0002	
PF3D7_1400300	Pf3D7_14_v3	Q8I0G7	811596	RIF	PF14_0003	
PF3D7_1400400	Pf3D7_14_v3	Q8IM84	811586	RIF	PF14_0004	
PF3D7_1400500	Pf3D7_14_v3	Q8IM83	811605	RIF	PF14_0005	
PF3D7_1400600	Pf3D7_14_v3	Q8IM82	811606	RIF	PF14_0006	
PF3D7_1400700	Pf3D7_14_v3	Q8IM81	811603	null	PF14_0007	
PF3D7_1400800	Pf3D7_14_v3	Q8IM80	811602	RIF	PF14_0008	
PF3D7_1400900	Pf3D7_14_v3	Q8IM79	811604	null	PF14_0009	
PF3D7_1401000	Pf3D7_14_v3	Q8IM78	811601	GBPH	PF14_0010	
PF3D7_1401100	Pf3D7_14_v3	Q8IM77	811599	null	PF14_0013	
PF3D7_1401200	Pf3D7_14_v3	Q8IM76	811598	null	PF14_0014	
PF3D7_1401300	Pf3D7_14_v3	Q8IM75	811597	null	PF14_0015	
PF3D7_1401400	Pf3D7_14_v3	Q7KQM5,Q9NFH2	811595	ETRAMP14	PF14_0016	
PF3D7_1401500	Pf3D7_14_v3	Q8IM74	811594	null	PF14_0017	
PF3D7_1401600	Pf3D7_14_v3	Q8IM73	811593	null	PF14_0018	
PF3D7_1401700	Pf3D7_14_v3	Q8IM72	811592	null	PF14_0019	
PF3D7_1401800	Pf3D7_14_v3	Q8IM71	811591	CK	PF14_0020	
PF3D7_1401900	Pf3D7_14_v3	null	null	null	1396.t00764, PF14_0021, PF14_0022	
PF3D7_1402000	Pf3D7_14_v3	Q8IM69,Q8IM70	811588,811590	null	1396.t00764, PF14_0021, PF14_0022	
PF3D7_1402100	Pf3D7_14_v3	Q8IM68	811587	null	PF14_0023	
PF3D7_1402200	Pf3D7_14_v3	Q8IM67	811584	null	PF14_0024	
PF3D7_1402300	Pf3D7_14_v3	Q8IM66	811608	RPN6	PF14_0025	
PF3D7_1402400	Pf3D7_14_v3	Q8IM65	811607	null	PF14_0026	
PF3D7_1402500	Pf3D7_14_v3	Q8IM64	811609	null	PF14_0027	
PF3D7_1402600	Pf3D7_14_v3	null	null	null	PF3D7_14_snoR22, PF3D7_14_snoR22.1	
PF3D7_1402700	Pf3D7_14_v3	Q8IM63	811610	SR140	PF14_0028	
PF3D7_1402800	Pf3D7_14_v3	Q8IM62	811611	null	PF14_0029	
PF3D7_1402900	Pf3D7_14_v3	C6S3H1	8444992	null	PF14_0029a	
PF3D7_1403000	Pf3D7_14_v3	Q8IM61	811612	null	PF14_0030	
PF3D7_1403100	Pf3D7_14_v3	C6S3H2	8444962	null	PF14_0031a	
PF3D7_1403200	Pf3D7_14_v3	C6S3H3	8445000	null	PF14_0031, PF14_0031b	
PF3D7_1403300	Pf3D7_14_v3	Q8IM60	811613	null	PF14_0031	
PF3D7_1403400	Pf3D7_14_v3	Q8IM59	811614	null	PF14_0032	
PF3D7_1403500	Pf3D7_14_v3	C6S3H4	8445018	null	PF14_0810	
PF3D7_1403600	Pf3D7_14_v3	null	null	Sel1	PF14_0033	
PF3D7_1403700	Pf3D7_14_v3	Q8IM57	811616	TRAM	PF14_0034	
PF3D7_1403800	Pf3D7_14_v3	Q8IM56	811617	MISFIT	PF14_0035	
PF3D7_1403900	Pf3D7_14_v3	Q8IM55	811618	null	PF14_0036	
PF3D7_1404000	Pf3D7_14_v3	Q8IM54	811619	RPB4	PF14_0037	
PF3D7_1404100	Pf3D7_14_v3	Q8IM53	811620	null	PF14_0038	
PF3D7_1404200	Pf3D7_14_v3	Q8IM52	811621	null	PF14_0039	
PF3D7_1404300	Pf3D7_14_v3	Q8IM51	811622	SOAP	PF14_0040	
PF3D7_1404400	Pf3D7_14_v3	Q8IM50	811623	null	PF14_0041	
PF3D7_1404500	Pf3D7_14_v3	Q8IM49	811624	RRP5	PF14_0042	
PF3D7_1404600.1	Pf3D7_14_v3	Q8IM48	811625	ACalpha	PF14_0043, PF14_0788	
PF3D7_1404600.2	Pf3D7_14_v3	null	null	ACalpha	PF14_0043, PF14_0788	
PF3D7_1404600.3	Pf3D7_14_v3	null	null	ACalpha	PF14_0043, PF14_0788	
PF3D7_1404700	Pf3D7_14_v3	Q8IM47	811626	null	PF14_0044	
PF3D7_1404800	Pf3D7_14_v3	Q8IM46	811627	null	PF14_0045	
PF3D7_1404900	Pf3D7_14_v3	Q8IM45	811628	null	PF14_0046	
PF3D7_1405000	Pf3D7_14_v3	Q8IM44	811629	null	PF14_0047	
PF3D7_1405100	Pf3D7_14_v3	Q8IM43	811630	null	PF14_0048	
PF3D7_1405200	Pf3D7_14_v3	Q8IM42	811631	BET5	PF14_0049	
PF3D7_1405300	Pf3D7_14_v3	Q8IM41	811632	null	PF14_0050	
PF3D7_1405400	Pf3D7_14_v3	Q8IM40	811633	null	PF14_0051	
PF3D7_1405500	Pf3D7_14_v3	Q8IM39	811634	CBWD1	PF14_0052	
PF3D7_1405600	Pf3D7_14_v3	Q8IM38	811635	RNR	PF14_0053	
PF3D7_1405700	Pf3D7_14_v3	Q8IM37	811636	null	PF14_0054	
PF3D7_1405800	Pf3D7_14_v3	Q8IM36	811637	null	PF14_0055	
PF3D7_1405900	Pf3D7_14_v3	Q8IM35	811638	null	PF14_0056	
PF3D7_1406000	Pf3D7_14_v3	Q8IM34	811639	null	PF14_0057	
PF3D7_1406100	Pf3D7_14_v3	Q8IM33	811640	null	PF14_0058	
PF3D7_1406200	Pf3D7_14_v3	Q8IM32	811641	null	PF14_0059	
PF3D7_1406300	Pf3D7_14_v3	Q8IM31	811642	GDPD	PF14_0060	
PF3D7_1406400	Pf3D7_14_v3	Q8IM30	811643	PPR	PF14_0061	
PF3D7_1406500	Pf3D7_14_v3	Q8IM29	811644	null	PF14_0062	
PF3D7_1406600	Pf3D7_14_v3	Q8IM28	811645	ClpC	PF14_0063	
PF3D7_1406700	Pf3D7_14_v3	Q8IM27	811646	VPS29	PF14_0064	
PF3D7_1406800	Pf3D7_14_v3	Q8IM26	811647	GAPM3	PF14_0065	
PF3D7_1406900	Pf3D7_14_v3	Q8IM25	811648	null	PF14_0066	
PF3D7_1407000	Pf3D7_14_v3	Q8IM24	811649	CCp3	PF14_0067	
PF3D7_1407100	Pf3D7_14_v3	Q8IM23	811650	NOP1	PF14_0068	
PF3D7_1407200	Pf3D7_14_v3	Q8IM22	811651	null	PF14_0069	
PF3D7_1407300	Pf3D7_14_v3	Q8IM21	811652	PRP38B	PF14_0070	
PF3D7_1407400	Pf3D7_14_v3	Q8IM20	811653	null	PF14_0071	
PF3D7_1407500	Pf3D7_14_v3	Q8IM19	811654	null	PF14_0072	
PF3D7_1407600	Pf3D7_14_v3	Q8IM18	811655	null	PF14_0073	
PF3D7_1407700	Pf3D7_14_v3	Q8IM17	811656	null	PF14_0074	
PF3D7_1407800	Pf3D7_14_v3	Q8IM16	811657	PM4	PF14_0075	
PF3D7_1407900	Pf3D7_14_v3	Q7KQM4	811658	PMI	PF14_0076	
PF3D7_1408000	Pf3D7_14_v3	Q8I6V3	811659	null	PF14_0077	
PF3D7_1408100	Pf3D7_14_v3	Q8IM15	811660	HAP	PF14_0078	
PF3D7_1408200	Pf3D7_14_v3	Q8IM14	811661	AP2-G2	PF14_0079	
PF3D7_1408300	Pf3D7_14_v3	Q8IM13	811662	null	PF14_0080	
PF3D7_1408400	Pf3D7_14_v3	Q8IM12	811663	null	PF14_0081	
PF3D7_1408500	Pf3D7_14_v3	Q8IM11	811664	null	PF14_0082	
PF3D7_1408600	Pf3D7_14_v3	Q8IM10	811585	null	PF14_0083	
PF3D7_1408700	Pf3D7_14_v3	Q8IM09	811665	null	PF14_0084	
PF3D7_1408800	Pf3D7_14_v3	Q8IM08	811666	null	PF14_0085, PF14_0085:exon:2	
PF3D7_1408900	Pf3D7_14_v3	Q8IM07	811667	null	PF14_0086	
PF3D7_1409000	Pf3D7_14_v3	Q8IM06	811668	null	PF14_0087	
PF3D7_1409100	Pf3D7_14_v3	Q8IM05	811669	null	PF14_0088	
PF3D7_1409200.1	Pf3D7_14_v3	Q8IM04	811670	null	PF14_0089	
PF3D7_1409200.2	Pf3D7_14_v3	null	null	null	PF14_0089	
PF3D7_1409300	Pf3D7_14_v3	Q8IM03	811671	DDI1	PF14_0090	
PF3D7_1409400	Pf3D7_14_v3	Q8IM01	811673	null	PF14_0091, PF14_0092	
PF3D7_1409500	Pf3D7_14_v3	Q8IM00	811674	null	PF14_0093	
PF3D7_1409600	Pf3D7_14_v3	Q8ILZ9	811675	null	PF14_0094	
PF3D7_1409700	Pf3D7_14_v3	Q8ILZ8	811676	null	PF14_0095	
