[Gene ID]	[Genomic Sequence ID]	[UniProt ID]	[Entrez Gene ID]	[Gene Name or Symbol]	[Previous ID(s)]	
PF3D7_0212200	Pf3D7_02_v3	O96202	812710	null	PF02_0114, PFB0545c	
PF3D7_0212300	Pf3D7_02_v3	O96203	812711	null	PF02_0115, PFB0550w	
PF3D7_0212400	Pf3D7_02_v3	O96204	812712	null	PF02_0116, PFB0555c	
PF3D7_0212500	Pf3D7_02_v3	O96205	812713	null	PF02_0117, PFB0560w	
PF3D7_0212600	Pf3D7_02_v3	O96207	812714	SPATR	PF02_0118, PFB0570w	
PF3D7_0212700	Pf3D7_02_v3	O96208	812715	null	PF02_0119, PFB0575c	
PF3D7_0212800	Pf3D7_02_v3	O96209	812716	null	PF02_0120, PFB0580w	
PF3D7_0212900	Pf3D7_02_v3	O96210	812717	null	PF02_0121, PFB0585w	
PF3D7_0213000	Pf3D7_02_v3	O96211	812718	null	PF02_0122, PFB0590w	
PF3D7_0213100	Pf3D7_02_v3	O96212	812719	null	PF02_0123, PFB0595w	
PF3D7_0213200	Pf3D7_02_v3	O96213	812720	null	PF02_0124, PFB0600c	
PF3D7_0213300	Pf3D7_02_v3	C6S3B6	8444945	null	PFB0601c	
PF3D7_0213400	Pf3D7_02_v3	Q7YTF7	812721	PK7	PF02_0125, PFB0605w	
PF3D7_0213500	Pf3D7_02_v3	O96215	812722	null	PF02_0126, PFB0610c	
PF3D7_0213600	Pf3D7_02_v3	O96216	812723	null	PF02_0127, PFB0615c	
PF3D7_0213700	Pf3D7_02_v3	O96217	812724	null	PF02_0128, PFB0620w	
PF3D7_0213800	Pf3D7_02_v3	O96218	812725	null	PF02_0129, PFB0625w	
PF3D7_0213900	Pf3D7_02_v3	O96219	812726	null	PF02_0130, PFB0630c	
PF3D7_0214000	Pf3D7_02_v3	O96220	812727	null	PF02_0131, PFB0635w	
PF3D7_0214100	Pf3D7_02_v3	O96221	812728	SEC31	PF02_0132, PFB0640c	
PF3D7_0214200	Pf3D7_02_v3	O96222	812729	null	PF02_0133, PFB0645c	
PF3D7_0214300	Pf3D7_02_v3	O96223	812730	null	PF02_0134, PFB0650w	
PF3D7_0214400	Pf3D7_02_v3	O96224	812731	null	PF02_0135, PFB0655c	
PF3D7_0214500	Pf3D7_02_v3	O96225	812732	null	PF02_0136, PFB0660w	
PF3D7_0214600	Pf3D7_02_v3	O96226	812733	null	PF02_0137, PFB0665w	
PF3D7_0214700	Pf3D7_02_v3	O96227	812734	null	PF02_0138, PFB0670c	
PF3D7_0214800	Pf3D7_02_v3	O96228	812735	null	PF02_0139, PFB0675w	
PF3D7_0214900	Pf3D7_02_v3	O96229	812736	RON6	PF02_0140, PFB0680w	
PF3D7_0215000	Pf3D7_02_v3	O96230	812737	ACS9	PF02_0141, PFB0685c	
PF3D7_0215100	Pf3D7_02_v3	Q8I660	812738	null	PF02_0142, PFB0687c	
PF3D7_0215200	Pf3D7_02_v3	O96231	812739	null	PF02_0143, PFB0690w	
PF3D7_0215300	Pf3D7_02_v3	O96232	812740	ACS8	PF02_0144, PFB0695c	
PF3D7_0215400	Pf3D7_02_v3	O96233	812741	null	PF02_0145, PFB0700c	
PF3D7_0215500	Pf3D7_02_v3	O96234	812742	null	PF02_0146, PFB0705w	
PF3D7_0215600	Pf3D7_02_v3	O96235	812743	null	PF02_0147, PFB0710c	
PF3D7_0215700	Pf3D7_02_v3	O96236	812744	null	PF02_0148, PFB0715w	
PF3D7_0215800	Pf3D7_02_v3	O96237	812745	ORC5	PF02_0149, PFB0720c	
PF3D7_0215900	Pf3D7_02_v3	O96238	812746	DHHC11	PF02_0150, PFB0725c	
PF3D7_0216000	Pf3D7_02_v3	O96239	812747	null	PF02_0151, PFB0730w	
PF3D7_0216100	Pf3D7_02_v3	C6S3B7,O96240	812748,8445038	null	PF02_0152, PFB0732c, PFB0735c	
PF3D7_0216200	Pf3D7_02_v3	null	null	null	PF02_0152, PFB0735c	
PF3D7_0216300	Pf3D7_02_v3	O96242	812749	null	PF02_0153, PFB0745w	
PF3D7_0216400	Pf3D7_02_v3	O96243	812750	VPS45	PF02_0154, PFB0750w	
PF3D7_0216500	Pf3D7_02_v3	O96244	812751	null	PF02_0155, PFB0755w	
PF3D7_0216600	Pf3D7_02_v3	O96245	812752	null	PF02_0156, PFB0760w	
PF3D7_0216700.1	Pf3D7_02_v3	Q8I659	812753	null	PF02_0157, PFB0765w	
PF3D7_0216700.2	Pf3D7_02_v3	null	null	null	PF02_0157, PFB0765w	
PF3D7_0216800	Pf3D7_02_v3	O96246	812754	null	PF02_0158, PFB0770c	
PF3D7_0216900	Pf3D7_02_v3	O96248	812755	null	PF02_0159, PFB0775w	
PF3D7_0217000	Pf3D7_02_v3	O96251	812756	null	PF02_0160, PFB0790c	
PF3D7_0217100	Pf3D7_02_v3	O96252	812757	null	PF02_0161, PFB0795w	
PF3D7_0217200	Pf3D7_02_v3	O96253	812758	null	PF02_0162, PFB0800c	
PF3D7_0217300	Pf3D7_02_v3	O96254	812759	null	PF02_0163, PFB0805c	
PF3D7_0217400	Pf3D7_02_v3	O96255	812760	null	PF02_0164, PFB0810w	
PF3D7_0217500	Pf3D7_02_v3	P62344	812762	CDPK1	PF02_0166, PFB0815w	
PF3D7_0217600	Pf3D7_02_v3	O96256	812763	null	PF02_0167, PFB0820c	
PF3D7_0217700	Pf3D7_02_v3	Q8I657	812764	null	PF02_0168, PFB0826c	
PF3D7_0217800	Pf3D7_02_v3	O96258	812765	RPS26	PF02_0169, PFB0830w	
PF3D7_0217900	Pf3D7_02_v3	O96259	812766	null	PF02_0170, PFB0835c	
PF3D7_0218000	Pf3D7_02_v3	O96260	812767	null	PF02_0171, PFB0840w	
PF3D7_0218100	Pf3D7_02_v3	O96261	812768	null	PF02_0172, PFB0845w	
PF3D7_0218200	Pf3D7_02_v3	C6S3B8,O96263	812769,8444965	null	PF02_0173, PFB0850c, PFB0855c	
PF3D7_0218300	Pf3D7_02_v3	null	null	null	PF02_0173, PFB0855c	
PF3D7_0218400	Pf3D7_02_v3	O96264	812770	null	PF02_0174, PFB0860c	
PF3D7_0218500	Pf3D7_02_v3	O96265	812771	SNRPD2	PF02_0175, PFB0865w	
PF3D7_0218600	Pf3D7_02_v3	O96266	812772	null	PF02_0176, PFB0870w	
PF3D7_0218700	Pf3D7_02_v3	O96267	812773	PRP45	PF02_0177, PFB0875c	
PF3D7_0218800	Pf3D7_02_v3	null	null	null	PFB0876c, PFB0876c.1	
PF3D7_0218900	Pf3D7_02_v3	null	null	null	PFB0878c, PFB0878c.1	
PF3D7_0219000	Pf3D7_02_v3	null	null	null	PFB0879c, PFB0879c.1	
PF3D7_0219100	Pf3D7_02_v3	O96268	812774	null	PF02_0178, PFB0880w	
PF3D7_0219200	Pf3D7_02_v3	O96269	812775	null	PF02_0179, PFB0885w	
PF3D7_0219300	Pf3D7_02_v3	Q8I656	812776	null	PF02_0180, PFB0886c	
PF3D7_0219400.1	Pf3D7_02_v3	Q8I655	812777	null	PF02_0181, PFB0888w	
PF3D7_0219400.2	Pf3D7_02_v3	null	null	null	PF02_0181, PFB0888w	
PF3D7_0219500	Pf3D7_02_v3	O96270	812778	null	PF02_0182, PFB0890c	
PF3D7_0219600	Pf3D7_02_v3	O96271	812779	null	PF02_0183, PFB0895c	
PF3D7_0219700	Pf3D7_02_v3	O96272	812780	GEXP20	PF02_0184, PFB0900c	
PF3D7_0219800	Pf3D7_02_v3	O96273	812781	null	PF02_0185, PFB0905c	
PF3D7_0219900	Pf3D7_02_v3	O96274	812782	null	PF02_0186, PFB0910w	
PF3D7_0220000	Pf3D7_02_v3	O96275	812783	LSA3	PF02_0187, PFB0915w	
PF3D7_0220100	Pf3D7_02_v3	O96276	812784	null	PF02_0188, PFB0920w	
PF3D7_0220200	Pf3D7_02_v3	Q7KWI7	812785	null	PF02_0189, PFB0921c	
PF3D7_0220300	Pf3D7_02_v3	Q8I654	812786	null	PF02_0190, PFB0923c	
PF3D7_0220400	Pf3D7_02_v3	O96277	812787	null	PF02_0191, PFB0925w	
PF3D7_0220500	Pf3D7_02_v3	Q7KWI6	812788	null	PF02_0192, PFB0926c	
PF3D7_0220600	Pf3D7_02_v3	O96278	812789	null	PF02_0193, PFB0930w	
PF3D7_0220700	Pf3D7_02_v3	Q8I653	812790	null	PF02_0194, PFB0932w	
PF3D7_0220800	Pf3D7_02_v3	O96279	812791	CLAG2	PF02_0195, PFB0935w	
PF3D7_0220900	Pf3D7_02_v3	O96281	812792	null	PF02_0196, PFB0946c	
PF3D7_0221000	Pf3D7_02_v3	O96282	812793	null	PF02_0197, PFB0950w	
PF3D7_0221100	Pf3D7_02_v3	null	8445020	null	PFB0951w	
PF3D7_0221200	Pf3D7_02_v3	Q8I652	812794	null	PF02_0198, PFB0953w	
PF3D7_0221300	Pf3D7_02_v3	null	null	null	PFB0954c, PFB1070w	
PF3D7_0221400	Pf3D7_02_v3	O96283	812795	null	PF02_0199, PFB0955w	
PF3D7_0221500	Pf3D7_02_v3	null	812796	null	PF02_0200, PFB0960c	
PF3D7_0221600	Pf3D7_02_v3	null	812797	null	PF02_0201, PFB0965c	
PF3D7_0221700	Pf3D7_02_v3	O96286	812798	null	PF02_0202, PFB0970c	
PF3D7_0221800	Pf3D7_02_v3	Q8I651	812799	null	PF02_0203, PFB0972w	
PF3D7_0221900	Pf3D7_02_v3	Q8I648,Q8I649,Q8I650	812800,812801,812802	null	PF02_0204, PF02_0205, PF02_0206, PFB0973c, PFB0974c, PFB0975c	
PF3D7_0222000	Pf3D7_02_v3	null	812804	EPF1	PF02_0208, PFB0980w	
PF3D7_0222100	Pf3D7_02_v3	O96287	812805	MC-2TM	PF02_0209, PFB0985c	
PF3D7_0222200	Pf3D7_02_v3	null	812806	EPF3	PF02_0210, PFB0990c	
PF3D7_0222300	Pf3D7_02_v3	null	812807	EPF4	PF02_0211, PFB0995w	
PF3D7_0222400	Pf3D7_02_v3	null	812808	RIF	PF02_0212, PFB1000w	
PF3D7_0222500	Pf3D7_02_v3	O96288	812809	RIF	PF02_0213, PFB1005w	
PF3D7_0222600	Pf3D7_02_v3	O96289	812810	RIF	PF02_0214, PFB1010w	
PF3D7_0222700	Pf3D7_02_v3	O96290	812811	RIF	PF02_0215, PFB1015w	
PF3D7_0222800	Pf3D7_02_v3	O96291	812812	null	PF02_0216, PFB1020w	
PF3D7_0222900	Pf3D7_02_v3	Q8I644,Q8I645	812813,812814	VAR	PF02_0217, PF02_0218, PF3D7_0223000, PFB1025w, PFB1030w	
PF3D7_0223100	Pf3D7_02_v3	O96292	812815	RIF	PF02_0219, PFB1035w	
PF3D7_0223200	Pf3D7_02_v3	O96293	812816	RIF	PF02_0220, PFB1040w	
PF3D7_0223300	Pf3D7_02_v3	O96294	812817	null	PF02_0221, PFB1045w	
PF3D7_0223400	Pf3D7_02_v3	O96295	812818	RIF	PF02_0222, PFB1050w	
PF3D7_0223500	Pf3D7_02_v3	O96296	812819	VAR	PF02_0223, PFB1055c	
PF3D7_0300100	Pf3D7_03_v3	O97324	814321	VAR	MAL3P8.1, PFC0005w	
PF3D7_0300200	Pf3D7_03_v3	O97325	814322	RIF	MAL3P8.2, PFC0010c	
PF3D7_0300300	Pf3D7_03_v3	null	814323	VAR	PFC0015c	
PF3D7_0300400	Pf3D7_03_v3	Q9U5L9	814324	null	MAL3P8.4, PFC0025c	
PF3D7_0300500	Pf3D7_03_v3	O97326	814325	RIF	MAL3P8.5, PFC0030c	
PF3D7_0300600	Pf3D7_03_v3	null	null	null	PFC0032c	
PF3D7_0300700	Pf3D7_03_v3	O97327	814326	RIF	MAL3P8.6, PFC0035w	
PF3D7_0300800	Pf3D7_03_v3	O97328	4794143	RIF	MAL3P8.7, PFC0040w	
PF3D7_0300900	Pf3D7_03_v3	O97329	814327	null	MAL3P8.8, PFC0045w	
PF3D7_0301000	Pf3D7_03_v3	O97330	814328	ACS2	MAL3P8.9, PFC0050c	
PF3D7_0301100	Pf3D7_03_v3	O97335	814329	null	MAL3P8.19, PFC0055w	
PF3D7_0301200	Pf3D7_03_v3	C0H466	9221788	FIKK3	MAL3P8.10, PFC0060c	
PF3D7_0301300	Pf3D7_03_v3	Q9Y013	814331	null	PFC0065c	
PF3D7_0301400	Pf3D7_03_v3	C0H467	9221787	null	MAL3P8.12, PFC0070c	
PF3D7_0301500	Pf3D7_03_v3	O97331	814333	null	MAL3P8.13, PFC0075c	
PF3D7_0301600	Pf3D7_03_v3	C0H468	9221772	GEXP21	MAL3P8.14, PFC0080c	
PF3D7_0301700	Pf3D7_03_v3	O97336	814335	null	MAL3P8.15, PFC0085c	
PF3D7_0301800	Pf3D7_03_v3	O97332	814336	null	MAL3P8.16, PFC0090w	
PF3D7_0301900	Pf3D7_03_v3	O97333	814337	null	MAL3P8.17, PFC0095c	
PF3D7_0302000	Pf3D7_03_v3	O97334	814338	null	MAL3P8.18, PFC0100c	
PF3D7_0302100	Pf3D7_03_v3	O77306	814339	SRPK1	MAL3P1.1, PFC0105w	
PF3D7_0302200	Pf3D7_03_v3	O77309	814340	CLAG3.2	MAL3P1.2, PFC0110w	
PF3D7_0302300	Pf3D7_03_v3	null	9221791	null	MAL3P1.4, PFC0115c	
PF3D7_0302400	Pf3D7_03_v3	null	null	null	PF03TR002, PF03TR002:ncRNA	
PF3D7_0302500	Pf3D7_03_v3	O77310	814342	CLAG3.1	MAL3P1.5, PFC0120w	
PF3D7_0302600	Pf3D7_03_v3	O77308	814343	null	MAL3P1.7, PFC0125w	
PF3D7_0302700	Pf3D7_03_v3	Q9NDU7	814344	null	PFC0126c	
PF3D7_0302800	Pf3D7_03_v3	O77316	814345	null	MAL3P1.8, PFC0130c	
PF3D7_0302900	Pf3D7_03_v3	O77312	814346	null	MAL3P1.9, PFC0135c	
PF3D7_0303000	Pf3D7_03_v3	O77313	814347	NSF	MAL3P1.10, PFC0140c	
PF3D7_0303100	Pf3D7_03_v3	O77314	814348	null	MAL3P1.11, PFC0145c	
PF3D7_0303200	Pf3D7_03_v3	O77317	814349	null	MAL3P1.12, PFC0150w	
PF3D7_0303300	Pf3D7_03_v3	O77315	814350	null	MAL3P1.13, PFC0155c	
PF3D7_0303400	Pf3D7_03_v3	O97224	814351	DHHC1	MAL3P2.1, PFC0160w	
PF3D7_0303500	Pf3D7_03_v3	O97225	814352	null	MAL3P2.2, PFC0165w	
PF3D7_0303600	Pf3D7_03_v3	Q8I224	814353	Plrx	PFC0166w	
PF3D7_0303700	Pf3D7_03_v3	O97227	814354	BCKDH-E2	MAL3P2.3, PFC0170c	
PF3D7_0303800	Pf3D7_03_v3	O97226	814355	null	MAL3P2.4, PFC0175w	
PF3D7_0303900	Pf3D7_03_v3	Q9NLB9	814356	null	PFC0176c	
PF3D7_0304000	Pf3D7_03_v3	O97228	814357	IMC1a	MAL3P2.5, PFC0180c	
PF3D7_0304100	Pf3D7_03_v3	O97229	814358	IMC1e	MAL3P2.6, PFC0185w	
PF3D7_0304200	Pf3D7_03_v3	Q9NLB8	814359	PAST1	MAL3P2.7, PFC0190c	
PF3D7_0304300	Pf3D7_03_v3	O97230	814361	null	MAL3P2.8, PFC0195w	
PF3D7_0304400	Pf3D7_03_v3	O97231	814362	RPL44	PFC0200w	
PF3D7_0304500	Pf3D7_03_v3	O97232	814363	GLP1	MAL3P2.10, PFC0205c	
PF3D7_0304600	Pf3D7_03_v3	Q7K740	814364	CSP	MAL3P2.11, PFC0210c	
PF3D7_0304700	Pf3D7_03_v3	O97233	814365	null	MAL3P2.12, PFC0215c	
PF3D7_0304800	Pf3D7_03_v3	O97234	814366	null	MAL3P2.13, PFC0220w	
PF3D7_0304900	Pf3D7_03_v3	Q9NLB6	814367	null	PFC0221c	
PF3D7_0305000	Pf3D7_03_v3	O97235	814368	EF-Ts	MAL3P2.14, PFC0225c	
PF3D7_0305100	Pf3D7_03_v3	O97236	814369	null	PFC0230c	
PF3D7_0305200	Pf3D7_03_v3	O97237	814370	null	MAL3P2.16, PFC0235w	
PF3D7_0305300	Pf3D7_03_v3	O97238	814371	null	MAL3P2.17, PFC0240c	
PF3D7_0305400	Pf3D7_03_v3	Q9NLB5	814372	null	PFC0241w	
PF3D7_0305500	Pf3D7_03_v3	O97239	814373	null	MAL3P2.18, PFC0245c	
PF3D7_0305600	Pf3D7_03_v3	O97240	814374	null	MAL3P2.19, PFC0250c	
PF3D7_0305700	Pf3D7_03_v3	O97241	814375	null	MAL3P2.20, PFC0255c	
PF3D7_0305800	Pf3D7_03_v3	O97242	814376	null	MAL3P2.21, PFC0260w	
PF3D7_0305900	Pf3D7_03_v3	Q9NLB4	814377	null	PFC0261c	
PF3D7_0306000	Pf3D7_03_v3	Q9NLB3	814378	null	MAL3P2.21c, PFC0262c	
PF3D7_0306100	Pf3D7_03_v3	O97243	814379	null	MAL3P2.22, PFC0265c	
PF3D7_0306200	Pf3D7_03_v3	O97244	814380	AHA1	MAL3P2.23, PFC0270w	
PF3D7_0306300	Pf3D7_03_v3	Q9NLB2	814381	GRX1	PFC0271c	
PF3D7_0306400	Pf3D7_03_v3	O97245	814382	null	MAL3P2.24, PFC0275w	
PF3D7_0306500	Pf3D7_03_v3	O97246	814383	null	MAL3P2.25, PFC0280c	
PF3D7_0306600	Pf3D7_03_v3	Q9NLB1	814384	null	PFC0281w	
PF3D7_0306700	Pf3D7_03_v3	Q9NLB0	814385	null	PFC0282w	
PF3D7_0306800	Pf3D7_03_v3	O97247	814386	null	MAL3P2.26, PFC0285c	
PF3D7_0306900	Pf3D7_03_v3	O97248	814387	null	MAL3P2.27, PFC0290w	
PF3D7_0307000	Pf3D7_03_v3	null	null	null	PFC0291w, PFC0291w:snoRNA, RNAzID:2814	
PF3D7_0307100	Pf3D7_03_v3	O97249	814388	null	MAL3P2.28, PFC0295c	
PF3D7_0307200	Pf3D7_03_v3	O97250	814389	null	MAL3P2.29, PFC0300c	
PF3D7_0307300	Pf3D7_03_v3	O97251	814390	null	MAL3P2.30, PFC0305w	
PF3D7_0307400	Pf3D7_03_v3	O97252	814391	ClpP	MAL3P2.31, PFC0310c	
PF3D7_0307500	Pf3D7_03_v3	O97253	814392	null	MAL3P2.32, PFC0315c	
PF3D7_0307600	Pf3D7_03_v3	O97254	814393	null	MAL3P2.33, PFC0320w	
PF3D7_0307700	Pf3D7_03_v3	O97255	814394	null	MAL3P3.1, PFC0325c	
PF3D7_0307800	Pf3D7_03_v3	O77318	814395	null	MAL3P3.2, PFC0330w	
PF3D7_0307900	Pf3D7_03_v3	O77320	814396	null	MAL3P3.3, PFC0335c	
PF3D7_0308000	Pf3D7_03_v3	O77321	814397	null	MAL3P3.4, PFC0340w	
PF3D7_0308100	Pf3D7_03_v3	O77322	814398	null	MAL3P3.5, PFC0345w	
PF3D7_0308200	Pf3D7_03_v3	O77323	814399	null	MAL3P3.6, PFC0350c	
PF3D7_0308300	Pf3D7_03_v3	O77324	814400	null	MAL3P3.7, PFC0355c	
PF3D7_0308400	Pf3D7_03_v3	null	9221774	null	PFC0358w, PFC0358w:snRNA	
PF3D7_0308500	Pf3D7_03_v3	O97256	814401	null	MAL3P3.21, PFC0360w	
PF3D7_0308600	Pf3D7_03_v3	O77325	814402	PRPF19	MAL3P3.8, PFC0365w	
PF3D7_0308700	Pf3D7_03_v3	O77326	814403	null	MAL3P3.9, PFC0370w	
PF3D7_0308800	Pf3D7_03_v3	Q9NLA9	814404	null	PFC0371w	
PF3D7_0308900	Pf3D7_03_v3	O77327	814405	SF3B1	MAL3P3.10, PFC0375c	
PF3D7_0309000	Pf3D7_03_v3	O77334	814406	YVH1	MAL3P3.11, PFC0380w	
PF3D7_0309100	Pf3D7_03_v3	Q9NLA8	814407	null	PFC0381c	
PF3D7_0309200	Pf3D7_03_v3	O77328	814408	ARK2	MAL3P3.12, PFC0385c	
PF3D7_0309300	Pf3D7_03_v3	O77329	814409	null	MAL3P3.13, PFC0390w	
PF3D7_0309400	Pf3D7_03_v3	null	null	null	PFC0392c, PFC0392c:ncRNA, RNAzID:2846, rnazid:2846	
PF3D7_0309500	Pf3D7_03_v3	O77330	814410	null	MAL3P3.14, PFC0395w	
PF3D7_0309600	Pf3D7_03_v3	O00806	814411	PfP2	MAL3P3.19, PFC0400w	
PF3D7_0309700	Pf3D7_03_v3	O77331	814412	SBP2	MAL3P3.15, PFC0405c	
PF3D7_0309800	Pf3D7_03_v3	O77335	814413	null	MAL3P3.20, PFC0410w	
PF3D7_0309900	Pf3D7_03_v3	O77332	814414	null	MAL3P3.16, PFC0415c	
PF3D7_0310000	Pf3D7_03_v3	Q9NLA7	814415	null	PFC0416w	
PF3D7_0310100	Pf3D7_03_v3	Q9NJU9	814416	CDPK3	MAL3P3.17, PFC0420w	
PF3D7_0310200	Pf3D7_03_v3	O77336	814417	null	MAL3P3.18, PFC0425w	
PF3D7_0310300	Pf3D7_03_v3	C0H469	9221775	null	MAL3P4.27, PFC0430w	
PF3D7_0310400	Pf3D7_03_v3	O77361	814419	PIESP1	MAL3P4.26, PFC0435w	
PF3D7_0310500	Pf3D7_03_v3	O77360	814420	null	MAL3P4.25, PFC0440c	
PF3D7_0310600.1	Pf3D7_03_v3	Q9NFE6	814421	null	PFC0441c	
PF3D7_0310600.2	Pf3D7_03_v3	null	null	null	PFC0441c	
PF3D7_0310700	Pf3D7_03_v3	O77358	814422	null	MAL3P4.24, PFC0445w	
PF3D7_0310800	Pf3D7_03_v3	O77359	814423	null	MAL3P4.23, PFC0450w	
PF3D7_0310900	Pf3D7_03_v3	O77357	814424	null	MAL3P4.22, PFC0455w	
PF3D7_0311000	Pf3D7_03_v3	O77356	814425	null	MAL3P4.21, PFC0460w	
PF3D7_0311100	Pf3D7_03_v3	O77355	814426	null	MAL3P4.20, PFC0465c	
PF3D7_0311200	Pf3D7_03_v3	O77354	814427	null	MAL3P4.19, PFC0470w	
PF3D7_0311300	Pf3D7_03_v3	O77353	814428	null	MAL3P4.18, PFC0475c	
PF3D7_0311400	Pf3D7_03_v3	O77365	814429	null	MAL3P4.16, PFC0485w	
PF3D7_0311500	Pf3D7_03_v3	Q9NFE5	814430	null	PFC0486c	
PF3D7_0311600	Pf3D7_03_v3	O77351	814431	null	MAL3P4.15, PFC0490w	
PF3D7_0311700	Pf3D7_03_v3	O77350	814432	null	MAL3P4.14, PFC0495w	
PF3D7_0311800	Pf3D7_03_v3	O77349	814433	null	MAL3P4.13, PFC0500w	
PF3D7_0311900	Pf3D7_03_v3	O77348	814434	null	MAL3P4.12, PFC0505c	
PF3D7_0312000	Pf3D7_03_v3	Q9NFE4	814435	null	PFC0506w	
PF3D7_0312100	Pf3D7_03_v3	O77347	814436	null	MAL3P4.11, PFC0510w	
PF3D7_0312200	Pf3D7_03_v3	O77346	814437	null	MAL3P4.10, PFC0515c	
PF3D7_0312300	Pf3D7_03_v3	O77345	814438	RPN12	MAL3P4.9, PFC0520w	
PF3D7_0312400	Pf3D7_03_v3	O77344	814439	GSK3	MAL3P4.8, PFC0525c	
PF3D7_0312500	Pf3D7_03_v3	O77343	814440	null	MAL3P4.7, PFC0530w	
PF3D7_0312600	Pf3D7_03_v3	null	9221776	null	MAL3_tRNA_Val1, MAL3_tRNA_Val1:tRNA	
PF3D7_0312700	Pf3D7_03_v3	null	9221771	null	MAL3_tRNA_Ile1, MAL3_tRNA_Ile1:tRNA	
PF3D7_0312800	Pf3D7_03_v3	O77364	814443	null	MAL3P4.28, PFC0535w	
PF3D7_0312900	Pf3D7_03_v3	O77342	814444	null	MAL3P4.6, PFC0540w	
PF3D7_0313000	Pf3D7_03_v3	O77363	814445	null	MAL3P4.29, PFC0545c	
PF3D7_0313100	Pf3D7_03_v3	O77341	814446	HRD3	MAL3P4.5, PFC0550w	
PF3D7_0313200	Pf3D7_03_v3	O77340	814447	null	MAL3P4.4, PFC0555c	
PF3D7_0313300	Pf3D7_03_v3	C0H470	9221777	null	PFC0556c	
PF3D7_0313400	Pf3D7_03_v3	O77339	814448	null	MAL3P4.3, PFC0560c	
PF3D7_0313500	Pf3D7_03_v3	O77338	814449	null	MAL3P4.2, PFC0565w	
PF3D7_0313600	Pf3D7_03_v3	O77337	814450	null	MAL3P4.1, PFC0570c	
PF3D7_0313700.1	Pf3D7_03_v3	C0H471	814451	null	PFC0571c	
PF3D7_0313700.2	Pf3D7_03_v3	null	null	null	PFC0571c	
PF3D7_0313800	Pf3D7_03_v3	C0H472	9221778	null	MAL3P5.1, PFC0575w, PFC0575w:exon:7	
PF3D7_0313900	Pf3D7_03_v3	O97257	814453	null	MAL3P5.2, PFC0580c	
PF3D7_0314000	Pf3D7_03_v3	C0H473	814454	P23	PFC0581w	
PF3D7_0314100.1	Pf3D7_03_v3	C0H474	814455	null	PFC0582c	
PF3D7_0314100.2	Pf3D7_03_v3	null	null	null	PFC0582c	
PF3D7_0314200	Pf3D7_03_v3	O97275	814456	null	MAL3P5.4, PFC0585c, PFC0590c	
PF3D7_0314300	Pf3D7_03_v3	null	null	Der1-2	MAL3P5.4, PFC0590c	
PF3D7_0314400	Pf3D7_03_v3	O97259	814457	PPP6	MAL3P5.5, PFC0595c	
PF3D7_0314500	Pf3D7_03_v3	O97261	814458	null	MAL3P5.6, PFC0600w	
PF3D7_0314600	Pf3D7_03_v3	Q9Y011	814459	null	MAL3P5.7, PFC0605w	
PF3D7_0314700	Pf3D7_03_v3	O97260	814460	null	MAL3P5.8, PFC0610c	
PF3D7_0314800	Pf3D7_03_v3	C0H475	9221779,9221814	null	MAL3P5.10, MAL3P5.9, PFC0615w, PFC0620w, PFD0620c	
PF3D7_0314900	Pf3D7_03_v3	O97264	814462	null	MAL3P5.11, PFC0625w	
PF3D7_0315000	Pf3D7_03_v3	O97265	814463	null	MAL3P5.12, PFC0630w	
PF3D7_0315100	Pf3D7_03_v3	O97266	814464	eIF4E	MAL3P5.13, PFC0635c	
PF3D7_0315200	Pf3D7_03_v3	O97267	814465	CTRP	PFC0640w	
PF3D7_0315300	Pf3D7_03_v3	C0H476,O97276	814467,9221786	null	MAL3P5.15, MAL3P5.16, PFC0645w, PFC0650w	
PF3D7_0315400	Pf3D7_03_v3	O97269	814468	null	MAL3P5.18, PFC0670c	
PF3D7_0315500	Pf3D7_03_v3	O97270	814469	null	MAL3P5.19, PFC0675c	
PF3D7_0315600	Pf3D7_03_v3	O97271	814470	null	MAL3P5.20, PFC0680w	
PF3D7_0315700	Pf3D7_03_v3	O97272	814471	null	MAL3P5.21, PFC0685w	
PF3D7_0315800	Pf3D7_03_v3	O97273	814472	null	MAL3P5.22, PFC0690c	
PF3D7_0315900	Pf3D7_03_v3	O97274	814473	null	MAL3P5.23, PFC0695w	
PF3D7_0316000	Pf3D7_03_v3	O77394	814474	MA	MAL3P6.1, PFC0700c	
PF3D7_0316100	Pf3D7_03_v3	Q9NDU6	814475	null	PFC0701w	
PF3D7_0316200	Pf3D7_03_v3	O77393	814476	null	MAL3P6.2, PFC0705c	
PF3D7_0316300.1	Pf3D7_03_v3	null	null	null	MAL3P6.3, PFC0710w	
PF3D7_0316300.2	Pf3D7_03_v3	null	null	null	MAL3P6.3, PFC0710w	
PF3D7_0316400	Pf3D7_03_v3	O77391	814478	null	MAL3P6.4, PFC0715c	
PF3D7_0316500	Pf3D7_03_v3	O77390	814479	null	MAL3P6.5, PFC0720w	
PF3D7_0316600	Pf3D7_03_v3	O77389	814480	null	MAL3P6.6, PFC0725c	
PF3D7_0316700	Pf3D7_03_v3	O77388	814481	null	MAL3P6.7, PFC0730w	
PF3D7_0316800	Pf3D7_03_v3	O77395	814482	null	MAL3P6.30, PFC0735w	
PF3D7_0316900	Pf3D7_03_v3	O77387	814483	null	MAL3P6.8, PFC0740c	
